CODE,CPV_HU,CPV_EN
39293200-4,Művirágok,Artificial flowers
39293300-5,Műfű,Artificial grass
39293400-6,Műpázsit,Artificial lawn
39293500-7,Ékszerutánzatok,Imitation jewellery
39294000-9,Bemutatási célra tervezett készülékek és berendezések,Apparatus and equipment designed for demonstrational purposes
39294100-0,Ismeretterjesztő és reklámtermékek,Information and promotion products
39295000-6,"Esernyők, napernyők, sétapálcák és botszékek",Umbrellas and sunshades; walking sticks and seat sticks
39295100-7,Napernyők,Sunshades
39295200-8,Esernyők,Umbrellas
39295300-9,Botszékek,Seat sticks
39295400-0,Sétapálcák,Walking sticks
39295500-1,"Esernyők, napernyők, sétapálcák és hasonló árucikkek részei, díszítői és tartozékai","Parts, trimmings and accessories of umbrellas, sunshades, walking sticks and similar articles"
39296000-3,Temetési kellékek,Funeral supplies
39296100-4,Koporsó,Coffins
39297000-0,Felvonulási épületi kellékek,Barracks supplies
39298000-7,Kis szobor és más dísztárgy; fénykép- vagy képkeret; tükör,"Statuettes, ornaments; photograph or picture frames, and mirrors"
39298100-8,Fényképkeretek,Photograph frames
39298200-9,Képkeretek,Picture frames
39298300-0,Virágtartók,Flower bowls
39298400-1,Kis szobrok,Statuettes
39298500-2,Dísztárgyak,Ornaments
39298600-3,Üveggömbök,Globes
39298700-4,Trófeák,Trophies
39298800-5,Akváriumok,Aquariums
39298900-6,Különféle dekorációs cikkek,Miscellaneous decoration items
39298910-9,Karácsonyfa,Christmas tree
39299000-4,Üvegáru,Glassware
39299100-5,Üvegampullák,Glass ampoules
39299200-6,Biztonsági üveg,Safety glass
39299300-7,Üvegtükrök,Glass mirrors
39300000-5,Különféle berendezések,Miscellaneous equipment
39310000-8,Fedélzeti élelmezési berendezések,Catering equipment
39311000-5,Könnyűélelmezési berendezések,Light catering equipment
39312000-2,Élelmiszer-készítő berendezések,Food-preparation equipment
39312100-3,Hússzeletelők,Meat slicers
39312200-4,Ebédlői berendezések,Canteen equipment
39313000-9,Szállodai berendezések,Hotel equipment
39314000-6,Ipari konyhai berendezések,Industrial kitchen equipment
39315000-3,Éttermi berendezések,Restaurant equipment
39330000-4,Fertőtlenítőberendezések,Disinfection equipment
39340000-7,Gázhálózati berendezések,Gas network equipment
39341000-4,Gáznyomásos berendezések,Gas pressure equipment
39350000-0,Szennyvíztisztító telepi berendezések,Sewerage works equipment
39360000-3,Bélyegzőberendezések,Sealing equipment
39370000-6,Vízberendezések,Water installations
39500000-7,Textiláruk,Textile articles
39510000-0,Háztartási és lakástextília,Textile household articles
39511000-7,Takaró és útitakaró (pléd),Blankets and travelling rugs
39511100-8,Takarók,Blankets
39511200-9,Útitakaró,Travelling rugs
39512000-4,Ágynemű,Bed linen
39512100-5,Lepedő,Sheets
39512200-6,Paplanhuzat,Duvet covers
39512300-7,Matrachuzat,Mattress covers
39512400-8,Pehelypaplan,Eiderdowns
39512500-9,Párnahuzat,Pillowcases
39512600-0,Hengerpárnahuzatok,Bolstercases
39513000-1,Asztalnemű,Table linen
39513100-2,Abrosz,Tablecloths
39513200-3,Asztalkendő,Table napkins
39514000-8,Testápolási és konyhai textília,Toilet and kitchen linen
39514100-9,Törülköző,Towels
39514200-0,Konyharuha,Tea towels
39514300-1,Görgős törülköző,Roller towels
39514400-2,Automata kéztörlő-adagoló,Automatic towel dispensers
39514500-3,Arctörlő kendők,Face cloths
39515000-5,"Függönyök, drapériák, ágyfüggöny és sötétítőfüggöny","Curtains, drapes, valances and textile blinds"
39515100-6,"Ablakfüggönyök, vitrázsok",Curtains
39515110-9,Füstfogó függöny,Smoke curtains
39515200-7,"Drapériák, térelválasztó és egyéb függönyök",Drapes
39515300-8,Ágyfüggöny,Valances
39515400-9,Sötétítőfüggöny,Blinds
39515410-2,Belső sötétítőfüggöny,Interior blinds
39515420-5,Textilrolók,Textile blinds
39515430-8,Redőnyök,Venetian blinds
39515440-1,Szalagfüggönyök,Vertical blinds
39516000-2,Lakberendezési termékek,Furnishing articles
39516100-3,Lakberendezési termékek textilből,Soft furnishings
39516110-6,Díszpárnák,Cushions
39516120-9,Párna,Pillows
39518000-6,Kórházi textíliák,Hospital linen
39518100-7,Műtőtermi textíliák,Operating-theatre drapes
39518200-8,Műtőlepedők,Operating-theatre sheets
39520000-3,Feldolgozott textiláruk,Made-up textile articles
39522000-7,"Ponyva, csónak, szörf vagy szárazföldi jármű vitorlája, vászontető, napellenző, sátor és kempingáruk","Tarpaulins, sails for boats, sailboards or land craft, awnings, sunblinds, tents and camping goods"
39522100-8,"Ponyva, vászontető és napellenző","Tarpaulins, awnings and sunblinds"
39522110-1,Ponyva,Tarpaulins
39522120-4,Vászontető,Awnings
39522130-7,Napellenző,Sunblinds
39522200-9,Álcázóhuzatok,Camouflage covers
39522400-1,Vitorla,Sails
39522500-2,Kempingáruk textilből,Textile camping goods
39522510-5,Felfújható matrac,Pneumatic mattresses
39522520-8,Kemping- és tábori ágy,Camp beds
39522530-1,Sátor,Tents
39522540-4,Hálózsák,Sleeping bags
39522541-1,Hálózsák tollal vagy pehellyel töltve,Sleeping bags filled with feathers or down
39523000-4,Ejtőernyő,Parachutes
39523100-5,Irányítható ejtőernyő,Dirigible parachutes
39523200-6,Forgó ejtőernyő,Rotochutes
39525000-8,Különféle előállított textiláruk,Miscellaneous manufactured textile articles
39525100-9,Portörlő rongy,Dusters
39525200-0,Textil szűrőbetét,Filter elements of cloth
39525300-1,Mentőmellény,Life jackets
39525400-2,Tűzoltótakaró,Fire blankets
39525500-3,Szúnyogháló,Mosquito nets
39525600-4,Edénytörlő rongy,Dishcloths
39525700-5,Mentőöv,Life belts
39525800-6,Felmosóruha,Cleaning cloths
39525810-9,Portörlő,Polishing cloths
39530000-6,"Szőnyeg, lábtörlő és pokróc","Carpets, mats and rugs"
39531000-3,Szőnyeg,Carpets
39531100-4,Csomózott szőnyeg,Knotted carpeting
39531200-5,Szövött szőnyeg,Woven carpeting
39531300-6,Tűzéssel előállított padlószőnyeg (textil padlóborító),Tufted carpeting
39531310-9,Szőnyegcsempe,Carpet tiles
39531400-7,Egyéb szőnyeg,Carpeting
39532000-0,Lábtörlő,Mats
39533000-7,Pokróc,Rugs
39534000-4,Ipari szőnyeg,Industrial carpeting
39540000-9,"Különféle kötelek, hajókötelek, zsinórok és sodronykötél","Miscellaneous cordage, rope, twine and netting"
39541000-6,"Kötél, hajókötél, zsinór és sodronykötél","Cordage, rope, twine and netting"
39541100-7,"Zsineg, kötél és hajókötél","Twine, cordage and rope"
39541110-0,Hajókötél,Rope
39541120-3,Kötél,Cordage
39541130-6,Madzag,String
39541140-9,Zsinór,Twine
39541200-8,Textilháló,Textile nets
39541210-1,Csomózott háló,Knotted nets
39541220-4,"Hurkolt kelmék, trikóáruk",Slings
39542000-3,"Ipari rongy, géptisztítórongy",Rags
39550000-2,Nem szőtt textiltermékek,Non-woven articles
39560000-5,Különféle textiltermékek,Miscellaneous textile articles
39561000-2,"Tüll, csipke, szalagszövet, paszomány és hímzés","Tulle, lace, narrow-woven fabrics, trimmings and embroidery"
39561100-3,"Szalagszövet, paszomány",Narrow-woven fabrics; trimmings
39561110-6,Szalag,Ribbon
39561120-9,Textilszalag,Textile tape
39561130-2,Textilcímkék és jelvények,Textile labels and badges
39561131-9,Textilcímke,Textile labels
39561132-6,Textiljelvény,Textile badges
39561133-3,Rangjelzés,Insignia
39561140-5,Díszítőpaszomány,Ornamental trimmings
39561141-2,Díszítőszalag,Braids
39561142-9,Váll-lap,Epaulettes
39561200-4,Hálószövet,Net fabrics
39562000-9,Filc,Felt
39563000-6,"Textilvatta, fonal, szövet és műszaki célra szolgáló textiláru","Textile wadding, yarns, fabrics and articles for technical uses"
39563100-7,Textilvatta,Textile wadding
39563200-8,Fémfonal,Metallised yarn
39563300-9,Fémfonalból szőtt szövetek,Woven fabrics of metal thread
39563400-0,"Impregnált, bevont vagy beborított textilanyagok","Impregnated, coated or covered textile fabrics"
39563500-1,Műszaki célra szolgáló textiláru,Textile articles for technical uses
39563510-4,Textil tömlőbevonat,Textile hosepiping
39563520-7,Textil szállítószalag,Textile conveyor belts
39563530-0,Szellőzővezetékek,Ventilation ducting
39563600-2,Steppelt textiltermékek,Quilted textile products
39700000-9,Háztartási készülékek,Domestic appliances
39710000-2,Villamos háztartási készülékek,Electrical domestic appliances
39711000-9,Villamos háztartási készülékek élelmiszerrel kapcsolatos felhasználásra,Electrical domestic appliances for use with foodstuffs
39711100-0,Hűtő- és fagyasztógépek,Refrigerators and freezers
39711110-3,Hűtő-fagyasztó gépek,Refrigerator-freezers
39711120-6,Mélyhűtők,Freezers
39711121-3,Fagyasztóládák,Chest-type freezers
39711122-0,Háztartási mélyhűtők,Household freezers
39711123-7,Fagyasztószekrények,Upright-type freezers
39711124-4,Ipari fagyasztógépek,Industrial freezers
39711130-9,Hűtőgépek,Refrigerators
39711200-1,Élelmiszer-feldolgozó gépek (konyhagépek),Food processors
39711210-4,Élelmiszer-keverők,Food blenders
39711211-1,Élelmiszerőrlők,Food mixers
39711300-2,Villamos melegítőberendezések,Electrothermic appliances
39711310-5,Villamos kávéfőzők,Electric coffee makers
39711320-8,Villamos teafőzők,Electric tea makers
39711330-1,Villamos kenyérpirítók,Electric toasters
39711340-4,Tányérmelegítők,Plate warmers
39711350-7,Gofrisütők,Waffle irons
39711360-0,Sütőkemence,Ovens
39711361-7,Villamos sütők,Electric ovens
39711362-4,Mikrohullámú sütők,Microwave ovens
39711400-3,"Sütőrostélyok, tűzhelyasztallapok, főzőlapok és forralógyűrűk","Roasters, hobs, hotplates and boiling rings"
39711410-6,Sütőrostélyok,Roasters
39711420-9,Tűzhelyasztallapok,Hobs
39711430-2,Főzőlapok,Hotplates
39711440-5,Forralógyűrűk,Boiling rings
39711500-4,Konzervnyitók,Can openers
39712000-6,Villamos háztartási készülékek testápolásra,Electrical domestic appliances for use with the human body
39712100-7,Hajnyírók,Hair clippers
39712200-8,Fodrászati eszközök,Hairdressing appliances
39712210-1,Hajszárítók,Hair dryers
39712300-9,Kézszárító készülék,Hand-drying apparatus
39713000-3,Villamos háztartási tisztító- és vasalókészülékek,Electrical domestic appliances for cleaning; smoothing irons
39713100-4,Mosogatógépek,Dishwashing machines
39713200-5,Ruhamosó és -szárító gépek,Clothes-washing and drying machines
39713210-8,Mosó-szárító gépek,Washer/dryers
39713211-5,Szárító- és mángorlógépek,Drying and pressing unit
39713300-6,Hulladékőrlők,Rubbish compactors
39713400-7,Padlókarbantartó gépek,Floor-maintenance machines
39713410-0,Padlótisztító gépek,Floor-cleaning machines
39713420-3,Padlófényező gépek,Floor polishers
39713430-6,Porszívók,Vacuum cleaners
39713431-3,Tartozékok porszívóhoz,Accessories for vacuum cleaners
39713500-8,Vasalók,Electric irons
39713510-1,Gőzölős vasalók,Steam irons
39714000-0,Szellőztető- vagy recirkulálóberendezések,Ventilating or recycling hoods
39714100-1,Ventilátorok,Ventilators
39714110-4,Elszívógépek,Extraction ventilators
39715000-7,Vízmelegítő és épületek fűtésére szolgáló készülékek; épületgépészeti berendezések,Water heaters and heating for buildings; plumbing equipment
39715100-8,Villamos átfolyó és hőtárolós vízmelegítők és merülőforralók,Electric instantaneous or storage water heaters and immersion heaters
39715200-9,Fűtőberendezések,Heating equipment
39715210-2,Berendezések központi fűtéshez,Central-heating equipment
39715220-5,Villamos fűtőellenállás,Electric heating resistors
39715230-8,Villamos padlófűtő berendezések,Electric soil-heating apparatus
39715240-1,Villamos légtérfűtő berendezések,Electric space-heating apparatus
39715300-0,Épületgépészeti berendezések,Plumbing equipment
39716000-4,Villamos háztartási készülék alkatrészei,Parts of electrical domestic appliances
39717000-1,Ventilátorok és légkondicionáló készülékek,Fans and air-conditioning appliances
39717100-2,Ventilátor,Fans
39717200-3,Légkondicionáló készülékek,Air-conditioning appliances
39720000-5,Nem villamos háztartási készülékek,Non-electric domestic appliances
39721000-2,Háztartási főző- vagy melegítőberendezések,Domestic cooking or heating equipment
39721100-3,Háztartási főzőberendezések,Domestic cooking appliances
39721200-4,Gázhűtőgépek,Gas refrigerators
39721300-5,Nem villamos léghevítők vagy meleg levegőt befúvó rendszerek,Non-electric air heaters or hot air-distributors
39721310-8,Léghevítők,Air heaters
39721320-1,Légszárítók,Air dryers
39721321-8,Sűrített levegős szárítók,Compressed-air dryers
39721400-6,Nem villamos átfolyó és hőtárolós vízmelegítők,Instantaneous or storage non-electric water heaters
39721410-9,Gázkészülékek,Gas appliances
39721411-6,Gázmelegítők,Gas heaters
39722000-9,"Kályha, tűzhely, tányérmelegítő és háztartási készülékek alkatrészei","Parts of stoves, cookers, plate warmers and domestic appliances"
39722100-0,Kályha alkatrészei,Parts of stoves
39722200-1,Tűzhely alkatrészei,Parts of cookers
39722300-2,Tányérmelegítő alkatrészei,Parts of plate warmers
39800000-0,Tisztító- és fényezőtermékek,Cleaning and polishing products
39810000-3,Illatosított készítmények és viaszok,Odoriferous preparations and waxes
39811000-0,Helyiségillatosító készítmények,Preparations for perfuming or deodorising rooms
39811100-1,Légfrissítő,Air freshener
39811110-4,Légfrissítő adagoló,Air freshener dispensers
39811200-2,Levegőfertőtlenítő,Air sanitisers
39811300-3,Szagtalanító,Deodorisers
39812000-7,Fényezőanyagok és krémek,Polishes and creams
39812100-8,Padlófényesítő,Floor polishes
39812200-9,Cipőkrém,Shoe polishes
39812300-0,Fényezőviaszok,Polishing waxes
39812400-1,Olajkötő anyagok,Sweeping compounds
39812500-2,Tömítőanyagok,Sealants
39813000-4,Súrolókrémek és -porok,Scouring pastes and powders
39820000-6,Szerves felületaktív anyagok,Organic surface-active agents
39821000-3,Ammóniás tisztítók,Ammonia cleaners
39822000-0,Maró hatású tisztítók,Caustic cleaners
39830000-9,Tisztítószerek,Cleaning products
39831000-6,Mosókészítmények,Washing preparations
39831100-7,Olajdiszpergáló szerek,Oil dispersant
39831200-8,Detergensek,Detergents
39831210-1,Mosogatógépekhez való mosószerek,Dishwasher detergents
39831220-4,Zsírtalanító szerek,Degreasing agents
39831230-7,Zsíroldó szerek,Grease digesters
39831240-0,Tisztító vegyületek,Cleaning compounds
39831250-3,Öblítő oldatok,Rinsing solutions
39831300-9,Padlótisztítók,Floor cleaners
39831400-0,Képernyőtisztítók,Screen cleaners
39831500-1,Autótisztítók,Automotive cleaners
39831600-2,WC-tisztítók,Toilet cleaners
39831700-3,Automata szappanadagolók,Automatic soap dispensers
39832000-3,Mosogatótermékek,Dishwashing products
39832100-4,Mosogatópor,Dishwashing powder
39833000-0,Portalanítótermékek,Anti-dust products
39834000-7,Ékszertisztító oldatok,Jewellery cleaning solutions
41000000-9,Összegyűjtött és tisztított víz,Collected and purified water
41100000-0,Természetes víz,Natural water
